"log_time","user_created_time","impact_category","logged_value"
2023-11-16 18:19:30.345 +1100,2023-11-10 12:25:32.520 +1100,energy_level_upon_awakening,10
2023-11-16 18:19:30.368 +1100,2023-11-10 12:25:32.520 +1100,mood,10
2023-11-16 18:19:30.472 +1100,2023-11-10 12:25:32.520 +1100,hours_of_sleep,0
2023-11-16 18:19:30.489 +1100,2023-11-10 12:25:32.520 +1100,energy_level_upon_awakening,10
2023-11-16 18:19:30.504 +1100,2023-11-10 12:25:32.520 +1100,mood,10
2023-12-07 14:06:11.773 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,7
2023-11-17 01:10:09.386 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2023-11-17 01:10:25.480 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,6
2023-11-17 01:10:33.226 +1100,2023-10-28 06:40:22.281 +1100,mood,6
2024-04-07 15:41:11.111 +1000,2024-03-30 15:40:28.946 +1100,mood,7.1
2023-12-04 06:07:07.919 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,7
2023-11-17 01:26:34.908 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-17 01:26:48.512 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2023-11-17 01:27:00.760 +1100,2023-01-26 02:57:05.097 +1100,mood,8
2023-11-17 02:46:42.263 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,6.25
2023-11-17 02:46:45.346 +1100,2023-01-17 04:51:52.964 +1100,mood,5
2024-03-30 05:00:21.876 +1100,2023-12-07 11:21:17.225 +1100,mood,9
2023-11-17 08:00:00.537 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,5
2024-04-02 09:01:15.929 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5.78
2024-04-03 15:03:40.781 +1100,2024-02-28 05:30:18.657 +1100,mood,6.5
2024-04-05 14:00:05.810 +1100,2024-03-27 08:59:52.256 +1100,mood,6
2024-04-06 18:30:15.360 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,8
2024-04-07 06:23:33.606 +1000,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2023-11-17 23:59:13.750 +1100,2023-07-07 21:18:03.549 +1000,mood,5
2023-11-17 23:59:53.364 +1100,2023-07-07 21:18:03.549 +1000,hours_of_sleep,0
2023-11-18 00:00:02.438 +1100,2023-07-07 21:18:03.549 +1000,energy_level_upon_awakening,5
2024-04-08 17:11:38.275 +1000,2024-03-18 21:59:51.879 +1100,energy_level_upon_awakening,8
2024-04-08 23:35:16.573 +1000,2024-02-28 05:30:18.657 +1100,energy_level_upon_awakening,6.5
2024-01-18 17:19:42.972 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,11
2023-11-18 02:27:02.045 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,5
2023-11-18 02:27:04.780 +1100,2023-01-17 04:51:52.964 +1100,mood,5
2023-11-18 03:07:08.816 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-18 03:07:14.474 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,9
2023-11-18 03:07:20.905 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2023-11-18 06:08:39.420 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,9.5
2023-11-18 06:08:48.521 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,10
2023-11-18 06:09:00.907 +1100,2023-10-09 17:57:51.716 +1100,mood,8.5
2023-11-18 15:08:05.052 +1100,2023-10-20 15:24:54.531 +1100,perception_of_productivity,1.62
2023-11-18 15:08:28.140 +1100,2023-10-20 15:24:54.531 +1100,mood,3.28
2023-11-19 02:28:46.491 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,6
2023-11-19 02:28:55.047 +1100,2023-06-12 22:34:32.622 +1000,mood,7.8
2023-11-19 03:17:57.194 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-19 03:18:04.992 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,7
2023-11-19 03:18:10.718 +1100,2023-01-26 02:57:05.097 +1100,mood,8
2023-11-19 04:53:31.745 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,12
2023-11-19 04:53:42.718 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,9.3
2023-11-19 04:53:51.267 +1100,2023-10-09 17:57:51.716 +1100,mood,10
2023-11-19 06:02:53.530 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,5
2023-11-19 06:03:01.768 +1100,2023-01-17 04:51:52.964 +1100,mood,5
2023-12-04 06:07:09.991 +1100,2023-05-09 10:46:26.748 +1000,mood,8
2023-12-05 05:09:44.522 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,9
2023-11-19 18:31:26.390 +1100,2023-10-09 17:57:51.716 +1100,perception_of_productivity,10.00
2023-11-19 18:31:31.668 +1100,2023-10-09 17:57:51.716 +1100,mood,10.00
2024-03-23 11:19:15.611 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2023-11-20 01:48:58.602 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,9.2
2023-11-20 01:49:04.662 +1100,2023-06-12 22:34:32.622 +1000,mood,4.4
2023-11-20 02:23:49.473 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,8.37
2023-11-20 02:23:51.754 +1100,2023-01-17 04:51:52.964 +1100,mood,6.83
2024-01-18 17:19:55.128 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,0
2024-01-18 17:20:04.313 +1100,2023-10-09 17:57:51.716 +1100,mood,2.6
2023-11-20 08:55:11.219 +1100,2023-10-09 17:57:51.716 +1100,mood,6
2024-03-23 11:19:17.341 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.5
2024-01-23 05:01:04.694 +1100,2023-12-22 04:52:25.763 +1100,mood,3.97
2024-03-23 11:19:19.517 +1100,2022-09-10 20:36:44.882 +1000,mood,6.98
2023-11-20 14:02:31.211 +1100,2023-11-05 08:27:35.450 +1100,perception_of_productivity,5
2023-11-20 14:02:40.835 +1100,2023-11-05 08:27:35.450 +1100,mood,5
2024-04-04 16:00:31.180 +1100,2023-01-26 02:57:05.097 +1100,perception_of_productivity,10
2024-04-04 16:00:42.359 +1100,2023-01-26 02:57:05.097 +1100,mood,10
2024-04-06 19:01:47.852 +1100,2023-07-07 21:18:03.549 +1000,mood,9.2
2024-04-07 06:23:39.428 +1000,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.45
2023-11-21 03:14:09.952 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,8.5
2023-11-21 03:14:19.223 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2023-11-21 03:14:34.384 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2024-04-07 06:23:41.692 +1000,2022-09-10 20:36:44.882 +1000,mood,5.96
2023-11-21 06:13:54.500 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,7.5
2023-11-21 06:14:05.682 +1100,2023-06-12 22:34:32.622 +1000,mood,5
2024-04-07 16:48:48.343 +1000,2023-06-28 03:46:07.052 +1000,hours_of_sleep,8
2024-04-07 16:48:54.050 +1000,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,10
2024-04-07 16:49:00.034 +1000,2023-06-28 03:46:07.052 +1000,mood,10
2024-04-08 17:11:29.872 +1000,2024-03-18 21:59:51.879 +1100,hours_of_sleep,8
2024-03-23 11:24:48.126 +1100,2022-08-28 20:42:11.356 +1000,mood,7.27
2024-01-22 06:04:29.904 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,4.74
2023-11-21 09:32:41.635 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,8
2023-11-21 09:32:57.226 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,3
2023-11-21 09:33:12.556 +1100,2023-10-28 06:40:22.281 +1100,mood,7
2023-11-21 14:00:24.636 +1100,2023-11-05 08:27:35.450 +1100,perception_of_productivity,6.22
2023-11-21 14:00:30.262 +1100,2023-11-05 08:27:35.450 +1100,mood,6.4
2024-04-02 09:05:56.163 +1100,2022-08-28 20:42:11.356 +1000,mood,7.81
2023-11-21 15:24:58.205 +1100,2023-05-09 10:46:26.748 +1000,perception_of_productivity,2
2023-11-21 15:25:02.907 +1100,2023-05-09 10:46:26.748 +1000,mood,7
2024-04-04 17:42:15.110 +1100,2024-03-18 21:59:51.879 +1100,hours_of_sleep,7
2024-04-04 17:42:27.344 +1100,2024-03-18 21:59:51.879 +1100,mood,8
2024-03-30 08:00:11.785 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7.03
2024-04-02 09:18:41.695 +1100,2024-03-27 08:59:52.256 +1100,hours_of_sleep,0
2024-04-04 17:42:20.217 +1100,2024-03-18 21:59:51.879 +1100,energy_level_upon_awakening,8
2023-11-21 21:55:33.860 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,7
2023-11-21 21:55:41.692 +1100,2023-06-12 22:34:32.622 +1000,mood,7
2023-11-21 23:20:11.515 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-21 23:20:16.177 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-21 23:20:18.916 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2024-01-18 17:56:50.654 +1100,2023-10-09 17:57:51.716 +1100,perception_of_productivity,10
2024-01-22 06:05:20.887 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2023-11-22 00:36:28.672 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,4
2023-11-22 00:36:51.608 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,6
2023-11-22 00:36:55.491 +1100,2023-05-09 10:46:26.748 +1000,mood,8
2023-11-22 01:54:29.479 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-22 01:54:35.388 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,7
2023-11-22 01:54:44.696 +1100,2023-01-26 02:57:05.097 +1100,mood,7
2023-11-22 02:37:33.384 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2023-11-22 02:37:42.904 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,5
2023-11-22 02:37:50.815 +1100,2023-10-28 06:40:22.281 +1100,mood,5
2024-01-22 06:05:24.536 +1100,2022-09-10 20:36:44.882 +1000,mood,4.54
2023-11-22 05:01:50.036 +1100,2023-11-19 18:43:26.908 +1100,perception_of_productivity,5
2023-11-22 05:01:53.860 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2023-11-22 07:27:17.204 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,812
2023-11-22 07:27:32.486 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,10
2023-11-22 07:27:41.534 +1100,2023-10-09 17:57:51.716 +1100,mood,4.8
2023-12-05 05:09:52.160 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2023-11-22 14:00:21.164 +1100,2023-11-05 08:27:35.450 +1100,perception_of_productivity,5
2023-11-22 14:00:25.136 +1100,2023-05-09 10:46:26.748 +1000,perception_of_productivity,6
2023-11-22 14:00:27.376 +1100,2023-11-05 08:27:35.450 +1100,mood,5
2023-11-22 14:00:34.980 +1100,2023-05-09 10:46:26.748 +1000,mood,7
2023-11-22 15:17:19.945 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,6
2023-11-22 15:17:32.039 +1100,2023-10-28 06:40:22.281 +1100,mood,6.7
2023-11-22 20:17:33.556 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,7
2023-11-22 20:17:40.596 +1100,2023-06-12 22:34:32.622 +1000,mood,7.5
2023-11-22 21:28:33.195 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-22 21:28:36.784 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-22 21:28:39.928 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2024-01-18 17:57:02.171 +1100,2023-10-09 17:57:51.716 +1100,mood,10
2024-01-22 06:05:32.579 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,3.57
2023-11-23 00:48:40.296 +1100,2023-10-27 00:27:35.870 +1100,hours_of_sleep,8
2023-11-23 00:48:45.539 +1100,2023-10-27 00:27:35.870 +1100,energy_level_upon_awakening,5
2023-11-23 00:48:56.870 +1100,2023-10-27 00:27:35.870 +1100,mood,7
2023-11-23 01:38:14.429 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-23 01:38:22.868 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,6
2023-11-23 01:38:28.439 +1100,2023-01-26 02:57:05.097 +1100,mood,6
2023-11-23 02:20:22.429 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,10
2023-11-23 02:20:25.268 +1100,2023-01-17 04:51:52.964 +1100,mood,10
2023-11-23 03:20:36.774 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,8
2023-11-23 03:20:59.842 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,8
2023-11-23 03:21:04.601 +1100,2023-05-09 10:46:26.748 +1000,mood,8
2024-03-23 20:01:55.430 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,6.21
2024-04-02 09:18:48.658 +1100,2024-03-27 08:59:52.256 +1100,energy_level_upon_awakening,8.6
2024-04-04 20:28:15.355 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,7.85
2024-04-04 20:28:18.105 +1100,2022-09-10 20:36:44.882 +1000,mood,6.46
2024-04-05 17:36:42.388 +1100,2024-03-18 21:59:51.879 +1100,hours_of_sleep,6
2024-04-07 07:10:28.483 +1000,2023-08-17 03:37:21.683 +1000,perception_of_productivity,3
2024-04-08 08:24:24.622 +1000,2022-08-28 20:42:11.356 +1000,mood,8
2023-11-23 20:39:31.337 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-23 20:39:35.815 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-23 20:39:42.131 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2023-11-23 21:33:40.721 +1100,2023-07-07 21:18:03.549 +1000,mood,5
2023-11-23 21:34:59.757 +1100,2023-07-07 21:18:03.549 +1000,hours_of_sleep,0
2023-11-23 21:35:08.729 +1100,2023-07-07 21:18:03.549 +1000,energy_level_upon_awakening,5
2024-04-08 17:11:52.192 +1000,2024-03-18 21:59:51.879 +1100,mood,8
2023-11-23 23:34:46.978 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,7
2023-11-23 23:35:04.730 +1100,2023-06-12 22:34:32.622 +1000,mood,6.5
2024-01-18 20:52:53.351 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,2.82
2023-11-24 02:06:52.270 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,5
2023-11-24 02:06:54.624 +1100,2023-01-17 04:51:52.964 +1100,mood,5
2023-11-24 03:29:25.896 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-24 03:29:34.346 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,10
2023-11-24 03:29:39.561 +1100,2023-01-26 02:57:05.097 +1100,mood,10
2024-03-23 20:01:58.220 +1100,2022-09-10 20:36:44.882 +1000,mood,5.71
2023-11-24 05:00:50.563 +1100,2023-11-19 18:43:26.908 +1100,perception_of_productivity,5
2023-11-24 05:00:54.012 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2024-01-18 20:52:55.353 +1100,2022-09-10 20:36:44.882 +1000,mood,3.52
2024-01-22 07:18:51.503 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2023-11-24 10:48:21.328 +1100,2023-03-10 14:40:20.078 +1100,mood,8
2024-03-30 08:01:24.368 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-03-24 02:19:05.520 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7.75
2023-11-24 22:00:37.054 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-24 22:00:47.150 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-24 22:00:49.392 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2023-11-24 22:33:59.544 +1100,2023-11-20 12:54:20.596 +1100,hours_of_sleep,8
2024-03-24 02:19:22.419 +1100,2023-08-17 03:37:21.683 +1000,mood,4.5
2024-04-02 09:18:56.907 +1100,2024-03-27 08:59:52.256 +1100,mood,6.08
2024-04-05 17:36:52.742 +1100,2024-03-18 21:59:51.879 +1100,energy_level_upon_awakening,6
2023-11-25 02:55:45.296 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2023-11-25 02:55:52.896 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,5
2023-11-25 02:55:58.504 +1100,2023-01-26 02:57:05.097 +1100,mood,6
2023-11-25 04:42:12.790 +1100,2023-11-05 08:27:35.450 +1100,perception_of_productivity,5
2023-11-25 04:42:16.678 +1100,2023-11-05 08:27:35.450 +1100,mood,5
2024-01-22 07:19:09.911 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-04-07 07:10:35.994 +1000,2023-08-17 03:37:21.683 +1000,mood,5
2023-11-25 06:25:42.716 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,3.8
2023-11-25 06:25:51.139 +1100,2023-06-12 22:34:32.622 +1000,mood,7
2023-11-25 06:42:09.163 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,8
2023-11-25 06:42:20.260 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,9
2023-11-25 06:42:23.518 +1100,2023-05-09 10:46:26.748 +1000,mood,8
2023-11-25 21:27:52.128 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-25 21:27:59.457 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-25 21:28:01.958 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2023-11-26 05:19:20.497 +1100,2023-11-23 10:13:23.895 +1100,hours_of_sleep,9
2023-11-26 05:19:38.981 +1100,2023-11-23 10:13:23.895 +1100,energy_level_upon_awakening,4
2023-11-26 05:19:50.379 +1100,2023-11-23 10:13:23.895 +1100,mood,5
2023-11-26 07:35:34.173 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,8
2023-11-26 07:35:40.132 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,7
2023-11-26 07:35:47.542 +1100,2023-05-09 10:46:26.748 +1000,mood,9
2023-11-26 14:48:44.126 +1100,2023-11-19 18:43:26.908 +1100,perception_of_productivity,5
2023-11-26 14:48:49.676 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2023-11-26 20:01:03.152 +1100,2023-11-19 18:43:26.908 +1100,hours_of_sleep,8
2023-11-26 20:01:07.711 +1100,2023-11-19 18:43:26.908 +1100,energy_level_upon_awakening,5
2023-11-26 20:01:13.290 +1100,2023-11-19 18:43:26.908 +1100,mood,5
2024-03-24 02:19:14.637 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,4
2024-01-23 06:01:15.148 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-04-02 10:20:53.866 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-04-02 10:20:56.294 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,5.63
2024-04-02 10:20:59.005 +1100,2022-09-10 20:36:44.882 +1000,mood,7.21
2024-03-24 04:34:44.316 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,10
2024-03-24 04:34:59.547 +1100,2023-10-09 17:57:51.716 +1100,mood,9.5
2024-01-18 23:36:28.770 +1100,2023-12-28 10:18:52.738 +1100,energy_level_upon_awakening,7.05
2024-01-20 21:43:29.394 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,5.25
2024-01-20 21:43:33.595 +1100,2022-09-10 20:36:44.882 +1000,mood,3.89
2024-03-30 10:21:12.456 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2023-11-28 01:22:02.029 +1100,2023-08-28 14:06:24.597 +1000,hours_of_sleep,9.00
2023-11-28 01:22:11.127 +1100,2023-08-28 14:06:24.597 +1000,energy_level_upon_awakening,6.18
2023-11-28 01:22:18.229 +1100,2023-08-28 14:06:24.597 +1000,mood,6.64
2023-11-28 01:43:36.598 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,5
2023-11-28 01:43:44.850 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,5.5
2023-11-28 01:43:53.188 +1100,2023-10-28 06:40:22.281 +1100,mood,6
2023-11-28 03:08:15.771 +1100,2023-11-27 17:47:55.473 +1100,hours_of_sleep,7.4
2023-11-28 03:08:24.412 +1100,2023-11-27 17:47:55.473 +1100,energy_level_upon_awakening,10
2023-11-28 03:08:35.920 +1100,2023-11-27 17:47:55.473 +1100,mood,8.28
2023-11-28 05:56:33.008 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,8
2023-11-28 05:56:41.367 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2023-11-28 05:56:49.025 +1100,2023-01-26 02:57:05.097 +1100,mood,8
2023-11-28 06:16:35.383 +1100,2023-08-28 14:06:24.597 +1000,perception_of_productivity,8
2023-11-28 06:16:41.813 +1100,2023-08-28 14:06:24.597 +1000,mood,8
2023-11-28 09:14:35.400 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,6
2023-11-28 09:14:37.695 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,8
2023-11-28 09:14:46.416 +1100,2023-05-09 10:46:26.748 +1000,mood,7
2024-03-30 10:21:14.753 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.67
2024-03-30 10:21:16.904 +1100,2022-09-10 20:36:44.882 +1000,mood,6.38
2024-04-02 11:03:56.416 +1100,2024-03-29 04:11:26.291 +1100,perception_of_productivity,2.73
2024-03-24 04:34:51.344 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,10
2024-01-18 23:36:47.041 +1100,2023-12-28 10:18:52.738 +1100,mood,4.89
2023-11-28 16:37:56.951 +1100,2023-08-28 14:06:24.597 +1000,hours_of_sleep,8
2023-11-28 16:38:12.827 +1100,2023-08-28 14:06:24.597 +1000,energy_level_upon_awakening,7
2023-11-28 16:38:20.028 +1100,2023-08-28 14:06:24.597 +1000,mood,7
2024-04-02 11:04:04.735 +1100,2024-03-29 04:11:26.291 +1100,mood,7.03
2024-04-04 20:57:52.061 +1100,2024-03-30 15:40:28.946 +1100,hours_of_sleep,6
2024-04-05 17:37:00.012 +1100,2024-03-18 21:59:51.879 +1100,mood,7
2024-04-06 21:23:06.474 +1100,2024-03-27 08:59:52.256 +1100,perception_of_productivity,3.86
2023-11-29 01:42:20.378 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2023-11-29 01:42:30.761 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,4.6
2023-11-29 01:42:39.254 +1100,2023-10-28 06:40:22.281 +1100,mood,6.5
2023-11-29 02:17:23.326 +1100,2023-05-09 10:46:26.748 +1000,hours_of_sleep,8
2023-11-29 02:17:27.770 +1100,2023-05-09 10:46:26.748 +1000,energy_level_upon_awakening,6
2023-11-29 02:17:33.822 +1100,2023-01-17 04:51:52.964 +1100,perception_of_productivity,5
2023-11-29 02:17:35.932 +1100,2023-05-09 10:46:26.748 +1000,mood,7
2023-11-29 02:17:36.770 +1100,2023-01-17 04:51:52.964 +1100,mood,5
2023-11-29 02:58:08.024 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,5
2023-11-29 02:58:12.169 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2023-11-29 02:58:16.369 +1100,2023-01-26 02:57:05.097 +1100,mood,8
2023-11-29 05:06:20.585 +1100,2023-11-27 17:47:55.473 +1100,hours_of_sleep,8
2023-11-29 05:06:27.772 +1100,2023-11-27 17:47:55.473 +1100,energy_level_upon_awakening,8.36
2023-11-29 05:06:32.844 +1100,2023-11-27 17:47:55.473 +1100,mood,8.99
2023-11-29 06:48:56.001 +1100,2023-08-28 14:06:24.597 +1000,perception_of_productivity,8.5
2023-11-29 06:49:13.152 +1100,2023-08-28 14:06:24.597 +1000,mood,8.5
2024-04-07 07:32:10.868 +1000,2023-08-17 03:37:21.683 +1000,mood,5
2024-04-07 18:38:13.772 +1000,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,7
2023-11-29 10:29:18.435 +1100,2023-03-25 12:24:06.122 +1100,hours_of_sleep,8
2023-11-29 10:29:27.126 +1100,2023-03-25 12:24:06.122 +1100,energy_level_upon_awakening,3.5
2023-11-29 10:29:35.037 +1100,2023-03-25 12:24:06.122 +1100,mood,1.9
2023-11-29 16:25:48.483 +1100,2023-08-28 14:06:24.597 +1000,hours_of_sleep,6
2023-11-29 16:26:03.847 +1100,2023-08-28 14:06:24.597 +1000,energy_level_upon_awakening,7.5
2023-11-29 16:26:17.737 +1100,2023-08-28 14:06:24.597 +1000,mood,7.5
2024-03-27 17:06:40.854 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,7
2024-03-27 17:06:50.494 +1100,2023-12-07 11:21:17.225 +1100,mood,8
2024-03-30 17:32:30.819 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,7
2023-11-29 20:14:46.057 +1100,2023-07-07 21:18:03.549 +1000,mood,5
2023-11-29 20:18:58.351 +1100,2023-07-07 21:18:03.549 +1000,hours_of_sleep,0
2023-11-29 20:19:01.516 +1100,2023-07-07 21:18:03.549 +1000,energy_level_upon_awakening,5
2024-03-30 17:32:47.253 +1100,2023-12-07 11:21:17.225 +1100,mood,8
2023-11-29 23:50:47.965 +1100,2023-11-04 18:08:30.776 +1100,perception_of_productivity,5.39
2023-11-29 23:50:51.217 +1100,2023-11-04 18:08:30.776 +1100,mood,3.67
2024-03-24 07:20:57.118 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7.35
2023-11-29 23:57:13.048 +1100,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,8
2023-11-29 23:57:21.480 +1100,2023-06-12 22:34:32.622 +1000,mood,7.5
2023-11-29 23:57:35.263 +1100,2023-10-20 15:24:54.531 +1100,perception_of_productivity,0.29
2023-11-29 23:57:43.179 +1100,2023-10-20 15:24:54.531 +1100,mood,2.89
2024-03-27 17:06:45.675 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,8
2023-11-30 02:03:49.916 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,7
2023-11-30 02:04:00.712 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,4
2023-11-30 02:04:12.934 +1100,2023-10-28 06:40:22.281 +1100,mood,5.2
2023-11-30 03:48:29.694 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,9
2023-11-30 03:48:36.323 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,9
2023-11-30 03:48:43.244 +1100,2023-01-26 02:57:05.097 +1100,mood,9
